"";"X.3";"X.2";"X.1";"X";"Numsiret";"Nometablissement";"nb_stages";"nb_heures";"url";"wiki";"keywords";"keywords_wiki";"keywords_wiki_dbpedia"
"201";201;201;201;201;19340030600018;"LYCEE POLYVALENT LOUIS FEUILLADE";9;27,1428571428571;"";"";NA;"";""
"202";202;202;202;202;19341278000010;"COLLEGE ARTHUR RIMBAUD";9;40,7142857142858;"";"";NA;"";""
"203";203;203;203;203;21110262900014;"COMMUNE DE NARBONNE";9;112,285714285714;"";"";NA;"";""
"204";204;204;204;204;21340172200409;"ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN";9;89,8571428571429;"";"";NA;"";""
"205";205;205;205;205;21340172201688;"ECOLE ELEMENTAIRE JEAN JAURES";9;29,8571428571429;"";"";NA;"";""
"206";206;206;206;206;21340301700014;"MAIRIE DE SETE";9;69;"";"";NA;"";""
"207";207;207;207;207;21340337100080;"ECOLE ELEMENTAIRE FRANCOISE DOLTO";9;34,7142857142857;"";"";NA;"";""
"208";208;208;208;208;24340069400127;"COMMUNAUTE COMMUNES VALLEE HERAULT";9;107,571428571429;"";"";NA;"";""
"209";209;209;209;209;26300014300010;"CENTRE HOSPITALIER UZES";9;174,428571428571;"";"";NA;"";""
"210";210;210;210;210;26340016000218;"SMPEA";9;270,428571428572;"";"";NA;"";""
"211";211;211;211;211;33149615800055;"SUD DE FRANCE DEVELOPPEMENT";9;223,571428571429;"";"";NA;"";""
"212";212;212;212;212;33977442400321;"ADAGES FAM FONTAINE D'O";9;193,428571428571;"";"";NA;"";""
"213";213;213;213;213;33977442400339;"ADAGES ESPACE FAMILLE";9;89,8571428571429;"";"";NA;"";""
"214";214;214;214;214;34296095200022;"LE PRINTEMPS DES COMEDIENS";9;71;"";"";NA;"";""
"215";215;215;215;215;34759532400018;"RADIO AVIVA";9;57,1428571428571;"";"";NA;"";""
"216";216;216;216;216;35409383300029;"ASSOCIATION PROTESTANTE DE RADIO TELEVISION";9;49,1428571428572;"";"";NA;"";""
"217";217;217;217;217;37822550200012;"RESIDENCE BELLE VISTE";9;132,142857142857;"";"";NA;"";""
"218";218;218;218;218;39292892500032;"RH PARTNERS";9;105,857142857143;"";"";NA;"";""
"219";219;219;219;219;40125156601368;"RESIDENCE LA CAMARGUE";9;179,571428571429;"";"";NA;"";""
"220";220;220;220;220;40452759000032;"ASSOCIATION COEUR DE LIVRES";9;30,2857142857143;"";"";NA;"";""
"221";221;221;221;221;41097028900048;"LANGUEDOC ROUSSILLON CINEMA";9;101,714285714286;"";"";NA;"";""
"222";222;222;222;222;41391443300052;"MISSION LOCALE DES JEUNES MONTPELLIER AGGLOMERATION";9;135,714285714286;"";"";NA;"";""
"223";223;223;223;223;43199519000029;"ADOREM - RADIO CAMPUS MONTPELLIER";9;55,1428571428572;"";"";NA;"";""
"224";224;224;224;224;43276694700779;"FRANCE 3 LANGUEDOC ROUSSILLON";9;10,4285714285714;"";"";NA;"";""
"225";225;225;225;225;47080135800016;"GESTION CLINIQUE CLEMENTVILLE";9;196,428571428571;"";"";NA;"";""
"226";226;226;226;226;48344687800025;"INSTITUT DE RESSOURCES EN PSYCHOLOGIE DU SPORT";9;195,285714285714;"";"";NA;"";""
"227";227;227;227;227;49022978800032;"AZAE MONTPELLIER-SUD";9;80,7142857142858;"";"";NA;"";""
"228";228;228;228;228;49137900400022;"DSD, DEVELOPPEMENT SOLIDAIRE ET DURABLE";9;170,714285714286;"";"";NA;"";""
"229";229;229;229;229;50453938800026;"NEW LSF";9;125,285714285714;"";"";NA;"";""
"230";230;230;230;230;75247421300010;"ASSOCIATION POUR L EPANOUISSEMENT DES HAUTS POTENTIELS INTELLECTUELS EN LANGUEDOC ROUSSILLON";9;151;"";"";NA;"";""
"231";231;231;231;231;75274384900024;"ASSOCIATION RAIPONCE";9;131,571428571429;"";"";NA;"";""
"232";232;232;232;232;77558919500442;"EHPAD LES COULEURS DU TEMPS";9;80,5714285714284;"";"";NA;"";""
"233";233;233;233;233;77566669602847;"SECOURS CATHOLIQUE DU GARD";9;224,285714285714;"";"";NA;"";""
"234";234;234;234;234;77567227211816;"CROIX-ROUGE FRANCAISE";9;62,1428571428571;"";"";NA;"";""
"235";235;235;235;235;79425203100016;"ASSOCIATION LEKOLI";9;150,142857142857;"";"";NA;"";""
"236";236;236;236;236;80337983300012;"MARNIE PRODUCTION";9;35,4285714285715;"";"";NA;"";""
"237";237;237;237;237;80882480900012;"CENTRE INTERNATIONAL DE MUSIQUE MEDIEVALE";9;31,5714285714286;"";"";NA;"";""
"238";238;238;238;238;81203312400015;"MISSION EXIT";9;166,857142857143;"";"";NA;"";""
"239";239;239;239;239;81371841800011;"ASSOCIATION HUMANITAIRE MONTPELLIER";9;115,857142857143;"";"";NA;"";""
"240";240;240;240;240;81378465900027;"LES FEES SPECIALES";9;133,857142857143;"";"";NA;"";""
"241";241;241;241;241;82256283100013;"MECENES DU SUD MONTPELLIER-SETE";9;170,714285714286;"";"";NA;"";""
"242";242;242;242;242;NA;"CENTRE D'ACCUEIL ET D'ORIENTATION DE MONTPELLIER";9;74,4285714285714;"";"";NA;"";""
"243";243;243;243;243;NA;"GUESTLIST.NET";9;49,5714285714286;"";"";NA;"";""
"244";244;244;244;244;NA;"INSTITUT FRANCAIS";9;102,142857142857;"";"";NA;"";""
"245";245;245;245;245;17340431000075;"CENTRE D'INFORMATION ET D'ORIENTATION MONTPELLIER EST";8;52,5714285714286;"";"";NA;"";""
"246";246;246;246;246;18004623700012;"MUSEE DU LOUVRE";8;58,8571428571429;"";"";NA;"";""
"247";247;247;247;247;19340002500022;"LYCEE AUGUSTE LOUBATIERES";8;18;"";"";NA;"";""
"248";248;248;248;248;19340028000023;"LYCEE POLYVALENT JOSEPH VALLOT";8;30,5714285714285;"";"";NA;"";""
"249";249;249;249;249;19340090000018;"LYCEE CHAMPOLLION";8;36,5714285714286;"";"";NA;"";""
"250";250;250;250;250;19340109800010;"COLLEGE LES GARRIGUES";8;36,2857142857143;"";"";NA;"";""
"251";251;251;251;251;20001499100018;"LYCEE POLYVALENT VICTOR HUGO";8;82,2857142857142;"";"";NA;"";""
"252";252;252;252;252;20003515200012;"ALES AGGLOMERATION";8;58,7142857142857;"";"";NA;"";""
"253";253;253;253;253;21310555400017;"MAIRIE DE TOULOUSE";8;116,857142857143;"";"";NA;"";""
"254";254;254;254;254;21340057500048;"ECOLE ELEMENTAIRE MARIO ROUSTAN";8;53,857142857143;"";"";NA;"";""
"255";255;255;255;255;21340116900023;"ECOLE ELEMENTAIRE JOSEPH DELTEIL";8;37,2857142857143;"";"";NA;"";""
"256";256;256;256;256;21340129200171;"ECOLE";8;37,7142857142857;"";"";NA;"";""
"257";257;257;257;257;21340172200359;"ECOLE MATERNELLE PAPE CARPENTIER";8;16,1428571428571;"";"";NA;"";""
"258";258;258;258;258;21340172200417;"ECOLE MATERNELLE LOUIS FIGUIER";8;13,4285714285714;"";"";NA;"";""
"259";259;259;259;259;21340172200490;"ECOLE MATERNELLE D'APPLICATION CHARLIE CHAPLIN";8;36;"";"";NA;"";""
"260";260;260;260;260;21340172200524;"ECOLE MATERNELLE LUIS DE CAMOENS";8;32,1428571428571;"";"";NA;"";""
"261";261;261;261;261;21340172200581;"ECOLE ELEMENTAIRE VICTOR SCHOELCHER";8;27,2857142857143;"";"";NA;"";""
"262";262;262;262;262;21340172200599;"ECOLE PRIMAIRE VICTOR SCHOELCHER";8;28;"";"";NA;"";""
"263";263;263;263;263;21340172201001;"ECOLE ELEMENTAIRE JEAN MERMOZ";8;20;"";"";NA;"";""
"264";264;264;264;264;21340172201027;"ECOLE ELEMENTAIRE JULIE DAUBIE";8;33;"";"";NA;"";""
"265";265;265;265;265;21340172201472;"ECOLE PRIMAIRE ALAIN SAVARY";8;26,2857142857143;"";"";NA;"";""
"266";266;266;266;266;21340199500039;"ECOLE ELEMENTAIRE JACQUES PREVERT";8;21,4285714285714;"";"";NA;"";""
"267";267;267;267;267;22340001100084;"FOYER DE L ENFANCE ET DE LA FAMILLE";8;179,571428571429;"";"";NA;"";""
"268";268;268;268;268;22380001200013;"CONSEIL DEPARTEMENTAL DE L'ISERE";8;137;"";"";NA;"";""
"269";269;269;269;269;24340001700063;"MONTPELLIER MEDITERRANEE METROPOLE";8;62,1428571428572;"";"";NA;"";""
"270";270;270;270;270;24340047000015;"COMMUNAUTE D'AGGLOMERATION DU PAYS DE L'OR";8;103,285714285714;"";"";NA;"";""
"271";271;271;271;271;24340052000165;"COMMUNAUTE DE COMMUNES DU PAYS DE LUNEL";8;144,428571428571;"";"";NA;"";""
"272";272;272;272;272;26340011100104;"CENTRE PSYCHOTHERAPIQUE CAMILLE CLAUDEL";8;77,2857142857144;"";"";NA;"";""
"273";273;273;273;273;26340014500011;"CENTRE HOSPITALIER DE LODEVE";8;154,285714285714;"";"";NA;"";""
"274";274;274;274;274;26340016000408;"HOPITAL ARNAUD DE VILLENEUVE";8;168,857142857143;"";"";NA;"";""
"275";275;275;275;275;26380021100017;"CENTRE HOSPITALIER ALPES ISERE";8;156,142857142857;"";"";NA;"";""
"276";276;276;276;276;31241119200015;"CHATEAU DE FLAUGERGUES";8;164;"";"";NA;"";""
"277";277;277;277;277;33447571200033;"CENTRE CHOREGRAPHIQUE NATIONAL";8;90,8571428571429;"";"";NA;"";""
"278";278;278;278;278;35347204600047;"MAISON DE L'EUROPE";8;51,8571428571428;"";"";NA;"";""
"279";279;279;279;279;38305426900014;"LIEU D'ART CONTEMPORAIN";8;41,2857142857143;"";"";NA;"";""
"280";280;280;280;280;38987314200035;"DMS";8;175,142857142857;"";"";NA;"";""
"281";281;281;281;281;39998849200043;"REDUIRE LES RISQUES";8;130,571428571429;"";"";NA;"";""
"282";282;282;282;282;40364431300047;"DEFI";8;160,571428571429;"";"";NA;"";""
"283";283;283;283;283;40369770900018;"CHU MONTPELLIER HOPITAL ARNAUD DE VILLENEUVE";8;136,142857142857;"";"";NA;"";""
"284";284;284;284;284;40968688800044;"BIOVIVA EDITIONS";8;142,142857142857;"";"";NA;"";""
"285";285;285;285;285;41763696600034;"SAS EHPAD LES GLYCINES";8;71,1428571428571;"";"";NA;"";""
"286";286;286;286;286;42863607000024;"RESIDENCE LES AIGUEILLERES";8;144,285714285714;"";"";NA;"";""
"287";287;287;287;287;43196860100515;"INSTITUT NAZARETH";8;176,285714285714;"";"";NA;"";""
"288";288;288;288;288;44335201800024;"GRAIN D'IMAGE";8;73,1428571428571;"";"";NA;"";""
"289";289;289;289;289;44456253200093;"LA JOLIVADE";8;89,4285714285714;"";"";NA;"";""
"290";290;290;290;290;44456253200127;"EHPAD TERRAROSSA";8;102,285714285714;"";"";NA;"";""
"291";291;291;291;291;45159655500024;"CINQ SENS EHPAD";8;68,5714285714285;"";"";NA;"";""
"292";292;292;292;292;45780099300083;"SAURAMPS & CIE S.A.";8;117,285714285714;"";"";NA;"";""
"293";293;293;293;293;47934358400013;"UNION MUTUALISTE PROPARA";8;171,857142857143;"";"";NA;"";""
"294";294;294;294;294;53745472000013;"ALLO PARENTS MONTPELLIER";8;134,142857142857;"";"";NA;"";""
"295";295;295;295;295;75187518800037;"EDITIONS L'ENTRETEMPS";8;100,428571428571;"";"";NA;"";""
"296";296;296;296;296;77605410800019;"CESDA34";8;93,5714285714285;"";"";NA;"";""
"297";297;297;297;297;77605697000010;"ECOLE PRIVEE CATHOLIQUE";8;16,1428571428571;"";"";NA;"";""
"298";298;298;298;298;77607897400016;"ECOLE SAINT JEAN BAPTISTE";8;58,7142857142857;"";"";NA;"";""
"299";299;299;299;299;78944704200019;"NOANTO";8;49;"";"";NA;"";""
"300";300;300;300;300;79786523500015;"INSTITUT CONFUCIUS MONTPELLIER";8;121,142857142857;"";"";NA;"";""
"301";301;301;301;301;82846934600013;"ASSOCIATION STREET&CHIC";8;61,7142857142857;"";"";NA;"";""
"302";302;302;302;302;NA;"NOVAUG LTD";8;164,285714285714;"";"";NA;"";""
"303";303;303;303;303;12002701600019;"CIRFA BEZIERS MINISTERE DE LA DEFENSE";7;38,5714285714286;"";"";NA;"";""
"304";304;304;304;304;13000856800060;"DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER DE L'HERAULT - DDTM 34";7;92;"";"";NA;"";""
"305";305;305;305;305;17340001100016;"PREFECTURE DE L'HERAULT";7;29,2857142857143;"";"";NA;"";""
"306";306;306;306;306;18340008400657;"LA PANACEE";7;66;"";"";NA;"";""
"307";307;307;307;307;19300945300013;"COLLEGE FEUCHERES";7;25;"";"";NA;"";""
"308";308;308;308;308;19340042100015;"GRETA MPT LITTORAL";7;92,4285714285714;"";"";NA;"";""
"309";309;309;309;309;19340043900025;"LYCEE PIERRE MENDES FRANCE";7;66,9999999999999;"";"";NA;"";""
"310";310;310;310;310;19340059500016;"LYCEE JEAN MOULIN";7;19,1428571428571;"";"";NA;"";""
"311";311;311;311;311;19340076900017;"LYCEE JOLIOT CURIE";7;86,4285714285713;"";"";NA;"";""
"312";312;312;312;312;19340110600011;"COLLEGE PIC SAINT LOUP";7;17,2857142857143;"";"";NA;"";""
"313";313;313;313;313;19340119700010;"COLLEGE LYCEE FERDINAND FABRE";7;13,1428571428571;"";"";NA;"";""
"314";314;314;314;314;19340833300014;"EREA JEAN-JACQUES ROUSSEAU";7;44,7142857142858;"";"";NA;"";""
"315";315;315;315;315;19341280600013;"COLLEGE LES PINS";7;12;"";"";NA;"";""
"316";316;316;316;316;19341366300017;"COLLEGE DU SALAGOU";7;30;"";"";NA;"";""
"317";317;317;317;317;19341386100017;"COLLEGE LO TRENTANEL";7;22,5714285714286;"";"";NA;"";""
"318";318;318;318;318;20001734100120;"COMMUNAUTE DE COMMUNE LODEVOIS ET LARZAC";7;55,5714285714286;"";"";NA;"";""
"319";319;319;319;319;21300321300013;"COMMUNE DE SOMMIERES";7;104,428571428571;"";"";NA;"";""
"320";320;320;320;320;21340057500121;"ECOLE MATERNELLE LES PETITS PRINCES";7;15,8571428571429;"";"";NA;"";""
"321";321;321;321;321;21340123500014;"COMMUNE DE JUVIGNAC";7;40,2857142857143;"";"";NA;"";""
"322";322;322;322;322;21340172200144;"ECOLE ELEMENTAIRE";7;32;"";"";NA;"";""
"323";323;323;323;323;21340172201266;"ECOLE MATERNELLE SERGUEI PROKOFIEV";7;21,7142857142857;"";"";NA;"";""
"324";324;324;324;324;21340172201704;"ECOLE ELEMENTAIRE JULES VERNE";7;7,42857142857142;"";"";NA;"";""
"325";325;325;325;325;21340217500037;"ECOLE ELEMENTAIRE PAUL CROUZET";7;16,7142857142857;"";"";NA;"";""
"326";326;326;326;326;21340248000023;"ECOLE";7;22,2857142857143;"";"";NA;"";""
"327";327;327;327;327;21690123100011;"COMMUNE DE LYON";7;103,285714285714;"";"";NA;"";""
"328";328;328;328;328;22130001500247;"CONSEIL DEPARTEMENTAL 13";7;62,4285714285714;"";"";NA;"";""
"329";329;329;329;329;23340001900029;"CONSEIL REGIONAL LANGUEDOC ROUSSILLON";7;36,5714285714286;"";"";NA;"";""
"330";330;330;330;330;26130007300010;"HOPITAL EDOUARD TOULOUSE";7;77,4285714285714;"";"";NA;"";""
"331";331;331;331;331;26130008100484;"ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE";7;81,9999999999999;"";"";NA;"";""
"332";332;332;332;332;26340028500197;"CENTRE COMMUNAL D ACTION SOCIALE";7;96,0000000000001;"";"";NA;"";""
"333";333;333;333;333;26480011100017;"CENTRE HOSPITALIER FRANCOIS TOSQUELLES";7;133,285714285714;"";"";NA;"";""
"334";334;334;334;334;31884629200023;"IME LES HIRONDELLES";7;88,5714285714285;"";"";NA;"";""
"335";335;335;335;335;32086181800237;"ASSOCIATION AUDOISE SOCIALE ET MEDICAL";7;51,4285714285714;"";"";NA;"";""
"336";336;336;336;336;33018811100018;"PIC LA SALLE";7;18,7142857142857;"";"";NA;"";""
"337";337;337;337;337;34088397400016;"ACTES SUD";7;139,571428571428;"";"";NA;"";""
"338";338;338;338;338;34832531700017;"ECOLE CHARLES DE FOUCAULD";7;77,2857142857143;"";"";NA;"";""
"339";339;339;339;339;35384270100024;"PRESENCE VERTE SERVICES";7;91,5714285714286;"";"";NA;"";""
"340";340;340;340;340;38345126700017;"CAISSE D'EPARGNE";7;187;"";"";NA;"";""
"341";341;341;341;341;38766275200030;"ETINCELLE";7;89,5714285714286;"";"";NA;"";""
"342";342;342;342;342;38813569100011;"LE CLOS DE LA FONTAINE";7;112,142857142857;"";"";NA;"";""
"343";343;343;343;343;42121627600285;"E.H.P.A.D. KORIAN LA POMPIGNANE HOTELIA";7;137,428571428571;"";"";NA;"";""
"344";344;344;344;344;42336783800020;"VIVRE ENSEMBLE CITOYEN QUARTIER CEVENNES";7;89,2857142857143;"";"";NA;"";""
"345";345;345;345;345;43323115600020;"TIN HINAN";7;161,428571428571;"";"";NA;"";""
"346";346;346;346;346;43995191400019;"FRAC LANGUEDOC ROUSSILLON - FOND REGIONAL D'ART CONTEMPORAIN";7;31,2857142857143;"";"";NA;"";""
"347";347;347;347;347;44044142600077;"ILLUSION & MACADAM";7;74,8571428571429;"";"";NA;"";""
"348";348;348;348;348;44158453900031;"ASSOC RAIH";7;73,2857142857143;"";"";NA;"";""
"349";349;349;349;349;44427032600036;"EHPAD LANGUEDOC MUTUALITE";7;80,2857142857143;"";"";NA;"";""
"350";350;350;350;350;44427032600127;"RESIDENCE MALBOSC (EHPAD)";7;54,1428571428572;"";"";NA;"";""
"351";351;351;351;351;44456253200085;"MBV_SUDALIA";7;103,857142857143;"";"";NA;"";""
"352";352;352;352;352;44456253200218;"MBV VILLA IMPRESSA";7;113,428571428571;"";"";NA;"";""
"353";353;353;353;353;44460844206643;"ENEDIS";7;134,142857142857;"";"";NA;"";""
"354";354;354;354;354;49213269100022;"O2";7;58,4285714285714;"";"";NA;"";""
"355";355;355;355;355;50060803900011;"CENTRE REGIONAL DE FORMATION PROFESSIONNELLE";7;76,4285714285713;"";"";NA;"";""
"356";356;356;356;356;50485825900022;"APEF";7;36,5714285714286;"";"";NA;"";""
"357";357;357;357;357;50802825500026;"IVLR";7;177,285714285714;"";"";NA;"";""
"358";358;358;358;358;51105832300037;"LES ENFANTS D HELENE";7;74,7142857142857;"";"";NA;"";""
"359";359;359;359;359;51390310400018;"BOXEUR DE LUNE";7;25;"";"";NA;"";""
"360";360;360;360;360;52294125100012;"ASSOCIATION PECHEURS D'IMAGES";7;41,4285714285715;"";"";NA;"";""
"361";361;361;361;361;52508964500028;"MAISON DES ADOLESCENTS DE L’HERAULT MDA34";7;155;"";"";NA;"";""
"362";362;362;362;362;77558906200097;"ESAT L'ENVOL";7;133,857142857143;"";"";NA;"";""
"363";363;363;363;363;77568415200017;"UNESCO";7;60,1428571428572;"";"";NA;"";""
"364";364;364;364;364;77605691300010;"LYCEE PRIVE DE NEVERS";7;47,4285714285714;"";"";NA;"";""
"365";365;365;365;365;77605695400014;"SOUS CONTRAT D'ASSOCIATION AVEC L'ETAT";7;24;"";"";NA;"";""
"366";366;366;366;366;77605698800012;"OGEC STE FAMILLE LA PROVIDENCE";7;26,4285714285714;"";"";NA;"";""
"367";367;367;367;367;78162278200055;"PRESENCE VERTE SERVICE";7;104,142857142857;"";"";NA;"";""
"368";368;368;368;368;78898155300019;"LET'S MOTIV";7;49,8571428571429;"";"";NA;"";""
"369";369;369;369;369;79368457200019;"MONTPELLIER AGGLOMERATION TAEKWONDO";7;148,142857142857;"";"";NA;"";""
"370";370;370;370;370;81233964600018;"BOXEUR 7";7;28,2857142857143;"";"";NA;"";""
"371";371;371;371;371;82959230200014;"ASSOCIATION ENTREPRENDRE MEDITERRANEO";7;33,8571428571429;"";"";NA;"";""
"372";372;372;372;372;83092963400012;"ECOLE PETILLANTE";7;9,57142857142856;"";"";NA;"";""
"373";373;373;373;373;11000001500013;"ASSEMBLEE NATIONALE";6;40,7142857142857;"";"";NA;"";""
"374";374;374;374;374;18008901303720;"CNRS";6;76,7142857142858;"";"";NA;"";""
"375";375;375;375;375;19110022100016;"LYCEE DOCTEUR LACROIX";6;16,7142857142857;"";"";NA;"";""
"376";376;376;376;376;19300046000017;"LYCEE GENERAL TECHNOLOGIQUE CHARLES GIDE";6;19,7142857142857;"";"";NA;"";""
"377";377;377;377;377;19301330700015;"LYCEE POLYVALENT G.DE GAULLE ANTHONIOZ";6;33,8571428571429;"";"";NA;"";""
"378";378;378;378;378;19340042100023;"CBEN GRETA";6;60,7142857142858;"";"";NA;"";""
"379";379;379;379;379;19340106400012;"COLLEGE FRANCOIS MITTERRAND";6;19,1428571428571;"";"";NA;"";""
"380";380;380;380;380;19341368900012;"COLLEGE DE L'ETANG L'OR";6;21,2857142857143;"";"";NA;"";""
"381";381;381;381;381;19341388700012;"COLLEGE MARCEL PAGNOL";6;12,8571428571429;"";"";NA;"";""
"382";382;382;382;382;19341537900018;"COLLEGE FREDERIC MISTRAL";6;17,8571428571429;"";"";NA;"";""
"383";383;383;383;383;19660011800018;"LYCEE JEAN LURCAT";6;8,14285714285714;"";"";NA;"";""
"384";384;384;384;384;20006635500013;"SETE AGGLOPOLE";6;52,0000000000001;"";"";NA;"";""
"385";385;385;385;385;21130001700012;"COMMUNE D'AIX EN PROVENCE";6;44,5714285714285;"";"";NA;"";""
"386";386;386;386;386;21340032800695;"ECOLE ELEMENTAIRE EDOUARD HERRIOT";6;34,7142857142857;"";"";NA;"";""
"387";387;387;387;387;21340032800836;"ECOLE PRIMAIRE LOUIS MALBOSC";6;24,2857142857143;"";"";NA;"";""
"388";388;388;388;388;21340057500063;"ECOLE MATERNELLE PUBLIQUE ROSE DE FRANCE";6;68,9999999999999;"";"";NA;"";""
"389";389;389;389;389;21340101100050;"ECOLE ELEMENTAIRE DE FLORENSAC";6;23,7142857142857;"";"";NA;"";""
"390";390;390;390;390;21340108600011;"MAIRIE";6;45,4285714285714;"";"";NA;"";""
"391";391;391;391;391;21340108600102;"ECOLE PRIMAIRE ANATOLE FRANCE 2";6;33,1428571428571;"";"";NA;"";""
"392";392;392;392;392;21340129200080;"ECOLE COUGOURLUDE";6;19,4285714285714;"";"";NA;"";""
"393";393;393;393;393;21340145800012;"COMMUNE DE LUNEL";6;45,8571428571429;"";"";NA;"";""
"394";394;394;394;394;21340157300109;"ECOLE PRIMAIRE JULES VERNE";6;19;"";"";NA;"";""
"395";395;395;395;395;21340172200136;"ECOLE MATERNELLE WOLFGANG AMADEUS MOZART";6;16,7142857142857;"";"";NA;"";""
"396";396;396;396;396;21340172200755;"ECOLE ELEMENTAIRE";6;65,8571428571429;"";"";NA;"";""
"397";397;397;397;397;21340172201050;"ECOLE ELEMENTAIRE LOUIS ARMSTRONG";6;16,4285714285714;"";"";NA;"";""
"398";398;398;398;398;21340172201159;"ECOLE ELEMENTAIRE JEAN ZAY";6;15;"";"";NA;"";""
"399";399;399;399;399;21340172201167;"ECOLE ELEMENTAIRE GALILEE";6;6,28571428571428;"";"";NA;"";""
"400";400;400;400;400;21340172201464;"ECOLE BLAISE PASCAL";6;111,285714285715;"";"";NA;"";""
"401";401;401;401;401;21340172202025;"ECOLE ELEMENTAIRE ANDRE MALRAUX";6;17,4285714285714;"";"";NA;"";""
"402";402;402;402;402;21440003800078;"ECOLE MARIE DE SEVIGNE";6;21,8571428571429;"";"";NA;"";""
"403";403;403;403;403;22120001700012;"CONSEIL GENERAL AVEYRON";6;96,2857142857143;"";"";NA;"";""
"404";404;404;404;404;22985000300018;"CONSEIL DEPARTEMENTAL DE MAYOTTE";6;71,4285714285715;"";"";NA;"";""
"405";405;405;405;405;24110059300078;"LE GRAND NARBONNE COMMUNAUTE D'AGGLOMERATION";6;64,4285714285714;"";"";NA;"";""
"406";406;406;406;406;25340322400012;"CIRDOC";6;54,2857142857143;"";"";NA;"";""
"407";407;407;407;407;26130006500115;"CENTRE HOSPITALIER VALVERT";6;153,428571428571;"";"";NA;"";""
"408";408;408;408;408;26260014100010;"CENTRE HOSPITALIER SPECIALISE LE VALMONT";6;119,142857142857;"";"";NA;"";""
"409";409;409;409;409;26340008700015;"CENTRE HOSPITALIER DE SAINT PONS DE THOMIERES";6;108,714285714286;"";"";NA;"";""
"410";410;410;410;410;26340011100096;"HOPITAL DE JOUR";6;73,8571428571428;"";"";NA;"";""
"411";411;411;411;411;26340018600023;"EHPAD LES MURIERES";6;79,7142857142858;"";"";NA;"";""
"412";412;412;412;412;28340049700022;"SERVICE DEPARTEMENTAL INCENDIE ET SECOURS ( SDIS )";6;95,857142857143;"";"";NA;"";""
"413";413;413;413;413;32237588200055;"MONTPELLIER DANSE";6;107,857142857143;"";"";NA;"";""
"414";414;414;414;414;32735516000166;"ACPPA LES COURALIES";6;112,857142857143;"";"";NA;"";""
"415";415;415;415;415;33174630500043;"FESTIVAL DE RADIO FRANCE ET MONTPELLIER";6;112,285714285714;"";"";NA;"";""
"416";416;416;416;416;33466885200042;"BIBLIOTHEQUE INTERUNIVERSITAIRE DE MONTPELLIER";6;9,99999999999999;"";"";NA;"";""
"417";417;417;417;417;33928911800012;"ECOLE NOTRE-DAME";6;7;"";"";NA;"";""
"418";418;418;418;418;33977442400065;"CMPP MARCEL FOUCAULT";6;126,428571428572;"";"";NA;"";""
"419";419;419;419;419;34009224600016;"ECOLE PRIVEE PIE XII";6;69;"";"";NA;"";""
"420";420;420;420;420;35065789600014;"MIDI LIBRE MONTPELLIER";6;45,5714285714286;"";"";NA;"";""
"421";421;421;421;421;37760837790183;"DEMD PRODUCTION";6;29,5714285714286;"";"";NA;"";""
"422";422;422;422;422;38144640000032;"EPISODE";6;151,428571428571;"";"";NA;"";""
